1,1,123.27,335.04,131.76,55.19,1,1,1.0
1,2,734.86,265.68,70.47000000000003,38.670000000000016,1,1,1.0
1,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
2,1,99.63,337.8,135.97,59.370000000000005,1,1,1.0
2,2,721.11,268.26,70.47000000000003,38.670000000000016,1,1,1.0
2,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
3,1,73.68,341.24,138.51999999999998,59.370000000000005,1,1,1.0
3,2,707.36,270.6,76.13999999999999,37.299999999999955,1,1,1.0
3,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
4,1,48.32,345.7,143.68,60.04000000000002,1,1,1.0
4,2,692.74,273.23,76.14999999999998,37.299999999999955,1,1,1.0
4,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
5,1,23.5,349.7,144.6,61.02000000000004,1,1,1.0
5,2,678.82,273.5,76.14999999999998,40.00999999999999,1,1,1.0
5,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
6,1,0.3,352.1,145.17,63.27999999999997,1,1,1.0
6,2,664.39,276.0,77.00999999999999,40.00999999999999,1,1,1.0
6,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
7,1,0.3,353.4,122.5,67.30000000000001,1,1,1.0
7,2,649.75,276.5,78.25,42.170000000000016,1,1,1.0
7,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
8,1,0.0,361.13,101.7,67.30000000000001,1,1,1.0
8,2,636.66,278.04,79.04000000000008,42.16999999999996,1,1,1.0
8,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
9,1,0.0,362.0,77.2,60.80000000000001,1,1,1.0
9,2,620.98,279.97,80.86000000000001,42.839999999999975,1,1,1.0
9,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
10,1,0.0,362.0,52.35,63.44999999999999,1,1,1.0
10,2,605.3,281.89,82.67000000000007,43.50999999999999,1,1,1.0
10,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
11,1,0.0,362.0,27.5,66.10000000000002,1,1,1.0
11,2,591.44,284.2,82.66999999999996,43.50999999999999,1,1,1.0
11,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
12,2,575.3,285.8,84.55000000000007,46.099999999999966,1,1,1.0
12,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
13,2,559.83,288.1,86.66999999999996,44.65999999999997,1,1,1.0
13,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
14,2,544.6,289.21,86.66999999999996,44.660000000000025,1,1,1.0
14,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
15,2,527.15,292.6,88.55000000000007,45.39999999999998,1,1,1.0
15,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
16,2,508.58,294.46,92.32,45.400000000000034,1,1,1.0
16,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
17,2,493.35,298.54,92.31999999999994,45.39999999999998,1,1,1.0
17,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
18,2,472.92,300.03,94.57999999999998,47.97000000000003,1,1,1.0
18,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
19,2,457.3,301.89,95.30000000000001,50.910000000000025,1,1,1.0
19,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
20,2,440.96,305.2,95.30000000000001,51.68000000000001,1,1,1.0
20,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
21,2,425.36,307.8,98.24000000000001,51.69,1,1,1.0
21,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
22,2,408.27,311.89,98.25,51.68000000000001,1,1,1.0
22,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
23,2,387.47,313.0,104.13,54.30000000000001,1,1,1.0
23,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
24,2,367.05,316.71,107.05000000000001,54.30000000000001,1,1,1.0
24,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
25,2,349.22,319.69,108.57999999999998,55.81,1,1,1.0
25,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
26,2,327.7,323.0,110.80000000000001,56.95999999999998,1,1,1.0
26,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
27,2,309.87,327.8,110.80000000000001,57.360000000000014,1,1,1.0
27,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
28,2,287.96,330.03,114.14000000000004,57.35000000000002,1,1,1.0
28,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
29,2,264.2,334.49,119.69999999999999,58.50999999999999,1,1,1.0
29,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
30,2,246.74,339.69,118.25999999999999,58.50999999999999,1,1,1.0
30,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
31,2,222.97,340.4,122.33000000000001,61.14000000000004,1,1,1.0
31,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
32,2,196.97,343.7,130.53,62.30000000000001,1,1,1.0
32,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
33,2,174.69,348.9,130.53000000000003,62.30000000000001,1,1,1.0
33,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
34,2,150.55,355.58,135.34999999999997,62.31,1,1,1.0
34,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
35,2,125.27,359.06,139.53000000000003,64.39999999999998,1,1,1.0
35,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
36,2,100.0,362.53,143.7,66.5,1,1,1.0
36,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
37,2,70.33,366.0,150.57,68.60000000000002,1,1,1.0
37,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
38,2,44.26,370.5,153.31,70.94999999999999,1,1,1.0
38,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
39,2,18.2,375.0,156.05,73.29000000000002,1,1,1.0
39,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
40,2,0.35,379.5,150.57,75.63999999999999,1,1,1.0
40,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
41,2,0.0,385.72,125.57,73.38999999999999,1,1,1.0
41,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
42,2,0.15,390.01,101.03999999999999,71.15000000000003,1,1,1.0
42,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
43,2,0.3,394.3,76.5,68.89999999999998,1,1,1.0
43,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
44,2,0.3,394.3,48.900000000000006,68.89999999999998,1,1,1.0
44,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
45,2,0.3,394.3,22.7,68.89999999999998,1,1,1.0
45,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
46,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
47,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
48,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
49,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
50,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
51,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
52,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
53,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
54,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
55,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
56,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
57,4,928.9,224.17,30.889999999999986,67.35999999999999,1,1,1.0
57,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
58,4,925.7,224.17,34.08999999999992,68.74000000000004,1,1,1.0
58,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
59,4,920.67,223.8,39.120000000000005,70.12,1,1,1.0
59,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
60,4,915.63,223.43,44.15999999999997,71.5,1,1,1.0
60,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
61,4,910.6,223.06,49.18999999999994,72.88,1,1,1.0
61,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
62,4,905.4,223.61,54.389999999999986,74.25999999999999,1,1,1.0
62,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
63,4,897.9,224.17,61.889999999999986,75.63000000000002,1,1,1.0
63,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
64,4,893.3,224.17,66.5,77.45000000000002,1,1,1.0
64,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
65,4,887.2,224.17,72.58999999999992,79.28,1,1,1.0
65,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
66,4,881.1,224.17,78.68999999999994,81.1,1,1,1.0
66,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
67,4,875.0,224.17,84.78999999999996,82.91999999999999,1,1,1.0
67,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
68,4,868.09,225.15,91.69999999999993,83.77000000000001,1,1,1.0
68,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
69,4,861.18,226.13,98.61000000000001,84.61000000000001,1,1,1.0
69,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
70,4,854.27,227.11,105.51999999999998,85.44999999999999,1,1,1.0
70,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
71,4,847.36,228.09,112.42999999999995,86.28999999999999,1,1,1.0
71,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
72,4,840.44,229.07,119.34999999999991,87.13999999999999,1,1,1.0
72,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
73,4,833.53,230.06,126.25999999999999,87.96999999999997,1,1,1.0
73,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
74,4,826.62,231.04,133.16999999999996,88.81000000000003,1,1,1.0
74,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
75,4,819.71,232.02,140.07999999999993,89.66,1,1,1.0
75,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
76,4,812.8,233.0,146.99,90.5,1,1,1.0
76,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
77,4,804.48,233.55,151.26,93.25999999999999,1,1,1.0
77,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
78,4,796.15,234.09,155.55000000000007,96.03999999999999,1,1,1.0
78,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
79,4,787.83,234.64,159.81999999999994,98.80000000000001,1,1,1.0
79,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
80,4,779.5,235.19,164.10000000000002,101.56,1,1,1.0
80,5,759.64,260.06,30.91999999999996,29.25999999999999,1,1,1.0
80,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
81,4,771.33,237.94,168.2199999999999,102.13,1,1,1.0
81,5,749.69,260.42,31.84999999999991,29.269999999999982,1,1,1.0
81,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
82,4,763.15,240.7,172.35000000000002,102.68,1,1,1.0
82,5,739.75,260.79,32.76999999999998,29.25999999999999,1,1,1.0
82,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
83,4,754.21,240.37,175.11,102.68,1,1,1.0
83,5,729.8,261.16,33.700000000000045,29.25999999999999,1,1,1.0
83,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
84,4,745.26,240.04,177.88,102.68000000000004,1,1,1.0
84,5,718.78,261.89,35.889999999999986,29.27000000000004,1,1,1.0
84,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
85,4,736.32,239.71,180.64,102.66999999999999,1,1,1.0
85,5,707.74,262.63,38.09000000000003,29.25999999999999,1,1,1.0
85,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
86,4,727.37,239.37,183.40999999999997,102.68,1,1,1.0
86,5,696.7,263.37,40.299999999999955,29.25999999999999,1,1,1.0
86,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
87,4,718.43,239.04,186.17000000000007,102.68000000000004,1,1,1.0
87,5,686.39,264.47,41.210000000000036,29.25999999999999,1,1,1.0
87,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
88,4,707.52,240.98,190.58000000000004,104.60999999999999,1,1,1.0
88,5,676.09,265.57,42.110000000000014,29.269999999999982,1,1,1.0
88,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
89,4,696.62,242.92,194.98000000000002,106.53,1,1,1.0
89,5,665.78,266.68,43.01999999999998,29.25999999999999,1,1,1.0
89,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
90,4,685.72,244.86,199.38,108.45999999999998,1,1,1.0
90,5,652.53,265.85,51.01999999999998,31.21999999999997,1,1,1.0
90,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
91,4,674.81,246.8,203.79000000000008,110.38,1,1,1.0
91,5,639.28,265.02,59.01999999999998,33.18000000000001,1,1,1.0
91,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
92,4,663.88,247.58,207.53999999999996,112.03,1,1,1.0
92,5,627.13,265.57,62.99000000000001,33.18000000000001,1,1,1.0
92,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
93,4,652.95,248.36,211.28999999999996,113.68,1,1,1.0
93,5,614.98,266.13,66.96000000000004,33.170000000000016,1,1,1.0
93,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
94,4,642.01,249.14,215.04999999999995,115.33000000000004,1,1,1.0
94,5,602.84,266.68,70.91999999999996,33.18000000000001,1,1,1.0
94,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
95,4,631.08,249.92,218.79999999999995,116.97999999999999,1,1,1.0
95,5,590.69,267.23,74.88999999999999,33.18000000000001,1,1,1.0
95,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
96,4,620.15,250.7,222.55000000000007,118.63,1,1,1.0
96,5,578.54,267.78,78.86000000000001,33.18000000000001,1,1,1.0
96,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
97,4,609.17,252.0,225.13,118.42000000000002,1,1,1.0
97,5,566.07,267.78,80.77999999999997,33.18000000000001,1,1,1.0
97,3,210.0,249.48,91.77999999999997,42.77000000000001,1,1,1.0
98,4,598.2,253.3,227.69999999999993,118.19999999999999,1,1,1.0
98,5,553.6,267.78,82.69999999999993,33.18000000000001,1,1,1.0
